pl_name,default_flag,pl_masse,ra,dec,glon,glat,st_teff,sy_dist,sy_disterr1,sy_disterr2
HD 102843 b,1,,177.5854673,-1.2522989,273.09687,58.03595,5436.0,62.758,0.2124,-0.2111
HD 103949 b,1,,179.5479558,-23.9241221,287.57862,37.35505,4792.0,26.4997,0.0538,-0.0537
HD 21411 b,1,,51.5474155,-30.6168403,228.21187,-56.10651,5605.0,29.1328,0.0312,-0.0312
HD 64114 b,1,,117.982556,-11.0337221,229.78855,8.08434,5676.0,31.5262,0.041,-0.0409
HIP 54373 c,1,,166.8643532,-19.2916857,271.64987,37.18456,4021.0,18.7168,0.0164,-0.0164
HD 24085 b,1,,56.2563447,-70.0245193,284.95295,-40.50147,6034.0,54.9004,0.0745,-0.0743
HIP 71135 b,1,,218.2158073,-52.6464757,318.11482,7.20951,4146.0,32.3311,0.0521,-0.0519
LSPM J2116+0234 b,1,,319.1147513,2.5807711,53.9463,-30.34854,3475.0,17.6297,0.01865,-0.01865
Teegarden's Star b,1,,43.2691449,16.8649024,160.29013,-37.03132,2904.0,3.83078,0.00398,-0.00397
HD 126525 b,1,,216.8852514,-51.9329118,317.62367,8.17624,5638.0,37.6506,0.0665,-0.0663
HD 25171 b,1,,58.9574779,-65.1863239,278.80477,-42.28983,6125.0,55.6146,0.0928,-0.0925
HD 48265 b,1,,100.0073683,-48.5418284,257.52693,-21.78048,5733.0,90.5446,0.2702,-0.2687
DE CVn b,1,,201.7207198,45.5455449,104.28761,70.27803,,30.5225,0.0284,-0.0285
EPIC 212737443 c,1,,204.2215065,-7.3180577,322.27085,53.83847,4684.0,336.25,4.743,-4.615
Kepler-48 e,1,657.0,299.1393094,40.948939,76.08999,6.33882,5194.0,306.738,1.825,-1.804
TOI-615 b,1,138.25536,133.4086892,-40.543701,261.99981,2.71409,6850.0,360.408,3.993,-3.909
TOI-4184 b,1,,43.8284749,-79.4147039,296.2183,-36.04411,3238.0,69.3649,0.3243,-0.3215
Kepler-48 c,1,14.61,299.1393094,40.948939,76.08999,6.33882,5194.0,306.738,1.825,-1.804
HD 20003 b,1,,46.9090081,-72.3219221,289.87654,-41.17624,5494.0,41.8316,0.0499,-0.0498
HD 20003 c,1,,46.9090081,-72.3219221,289.87654,-41.17624,5494.0,41.8316,0.0499,-0.0498
HD 20781 c,1,,50.0139757,-28.7841175,224.6733,-57.2719,5256.0,35.9715,0.0527,-0.0526
HD 21693 b,1,,51.8040469,-58.3232726,272.90839,-48.72408,5430.0,33.255,0.0349,-0.0348
HD 21693 c,1,,51.8040469,-58.3232726,272.90839,-48.72408,5430.0,33.255,0.0349,-0.0348
HD 20781 d,1,,50.0139757,-28.7841175,224.6733,-57.2719,5256.0,35.9715,0.0527,-0.0526
HD 31527 b,1,,73.9096193,-23.2413163,223.38845,-35.15345,5898.0,38.4473,0.0408,-0.0408
HD 51608 b,1,,103.7137102,-55.2600189,265.15647,-21.53947,5358.0,35.0553,0.0333,-0.0331
HD 117618 b,1,,203.1066418,-47.2719049,310.11149,15.02765,5990.0,37.7781,0.0924,-0.0919
HD 65216 b,1,,118.4209646,-63.6466892,276.27361,-17.61436,5612.0,35.1205,0.0395,-0.0394
HD 85390 b,1,,147.5105663,-49.7905254,275.54618,3.18529,5186.0,33.5225,0.043,-0.0429
HD 89744 b,1,,155.5433193,41.2289354,178.39109,56.39325,6291.0,38.6364,0.108,-0.1074
HD 65216 c,1,,118.4209646,-63.6466892,276.27361,-17.61436,5612.0,35.1205,0.0395,-0.0394
YZ Cet d,1,,18.1330792,-16.9962434,149.72351,-78.75503,3151.0,3.71207,0.00109,-0.00109
DMPP-2 b,1,,27.407731,-34.4590985,246.92255,-75.5342,6500.0,137.94,0.681,-0.675
DMPP-1 b,1,,86.7761233,-10.6303217,215.35863,-19.05301,6196.0,62.5388,0.1782,-0.1773
DMPP-3 A b,1,,91.624382,-72.5126648,283.20965,-29.14463,5138.0,45.23,1.6,-1.72
GJ 180 b,1,,73.460097,-17.776194,216.96953,-33.72746,,11.9407,0.0045,-0.0045
GJ 180 d,1,,73.460097,-17.776194,216.96953,-33.72746,,11.9407,0.0045,-0.0045
GJ 3082 b,1,,18.6432425,-53.9407751,295.46265,-62.85069,,16.6186,0.00745,-0.00745
GJ 433 b,1,,173.8619194,-32.5436302,284.88498,27.65117,,9.06456,0.00367,-0.00367
Kepler-1661 b,1,17.0,285.1670927,41.9669383,72.26462,16.15714,5100.0,410.607,2.8825,-2.8825
GJ 1061 b,1,,54.0032486,-44.5143104,251.87109,-52.90138,2953.0,3.67278,0.00089,-0.0009
Kepler-1649 c,1,,292.5029676,41.8299933,74.45609,11.12886,3240.0,92.1913,0.5489,-0.5425
KOI-1783.01,1,71.0,289.3414629,46.988155,78.27209,15.36009,5922.0,865.73,13.734,-13.32
Kepler-160 b,1,,287.773573,42.8692755,73.9027,14.73466,5471.0,937.013,16.452,-15.904
PDS 70 c,1,635.66,212.0421402,-41.3980405,318.06196,19.20844,3972.0,113.064,0.523,-0.519
K2-274 b,1,,129.2823699,20.3992512,204.79384,32.01486,5044.0,228.327,4.823,-4.631
HD 33142 b,1,,76.8980559,-13.9863374,214.33741,-29.22647,5025.4,121.375,0.5845,-0.5845
HD 19615 b,1,,48.7813299,73.868015,132.59319,13.7552,4263.0,265.155,1.823,-1.799
HD 174205 b,1,,280.7932014,70.7928237,101.44139,26.17781,4308.0,234.027,1.392,-1.375
HD 33142 c,1,,76.8980559,-13.9863374,214.33741,-29.22647,5025.4,121.375,0.5845,-0.5845
42 Dra b,1,,276.4975053,65.5633652,95.41912,27.12504,4200.0,90.6545,1.3227,-1.3227
HD 13808 c,1,,33.1780708,-53.7437591,279.09436,-59.46088,5035.0,28.2305,0.0257,-0.0258
HD 60292 b,1,,114.6201698,66.2350517,149.84929,29.36828,4348.0,315.211,3.148,-3.087
HD 112640 b,1,,194.2415171,67.2429122,122.10241,49.87644,4155.0,323.335,2.496,-2.458
HD 9446 b,1,,23.3350424,29.2649187,133.79881,-32.7211,5793.0,50.3503,0.3538,-0.349
HD 9446 c,1,,23.3350424,29.2649187,133.79881,-32.7211,5793.0,50.3503,0.3538,-0.349
EPIC 206042996 c,1,,337.5136198,-13.6101475,48.06541,-54.37586,4114.0,451.769,13.976,-13.176
K2-208 b,1,,20.7789809,0.8890076,139.4218,-60.96448,5582.0,256.887,3.221,-3.144
K2-190 b,1,,205.3630485,-13.1608686,321.26759,47.92235,5631.0,160.679,1.15,-1.135
K2-131 b,1,7.9,182.751404,-9.7652392,286.68054,51.82615,5120.0,152.509,1.079,-1.063
K2-312 c,1,,140.3390845,14.3678691,216.49965,39.62439,5959.0,109.86,0.811,-0.8
Kepler-323 c,1,6.8,291.3822988,38.1274595,70.6955,10.24008,6004.0,454.883,6.637,-6.452
Kepler-619 b,1,,290.8490899,48.4159782,80.05008,15.00864,5980.0,900.678,16.3815,-16.3815
Wolf 503 b,1,6.27,206.8461979,-6.1393369,327.11621,54.08446,4716.0,44.526,0.0964,-0.0961
K2-185 b,1,,130.2596625,14.6902225,211.41719,30.78517,5788.0,268.357,3.298,-3.22
Kepler-103 b,1,9.8,288.9845512,40.0644857,71.65202,12.75709,6009.0,494.832,5.894,-5.758
K2-154 b,1,,189.0015173,-2.6696217,295.2137,59.97066,4097.0,129.356,0.445,-0.445
EPIC 201615463 c,1,,185.1880932,2.2823788,285.15815,64.0901,,476.882,9.692,-9.321
Kepler-538 b,1,12.9,297.4865503,49.6233975,83.14184,11.64093,5534.0,155.956,0.709,-0.703
Kepler-107 e,1,14.1,297.028162,48.2086019,81.72606,11.23255,5854.0,525.997,5.697,-5.577
HD 3167 e,1,,8.7401487,4.3807215,115.11108,-58.2406,5261.0,47.2899,0.1485,-0.1475
EPIC 220674823 b,1,8.21,13.0800239,10.7947051,123.28442,-52.07644,5532.0,244.59,3.044,-2.972
Kepler-454 c,1,,287.4786474,38.2290751,69.4411,13.05368,5687.0,230.869,1.316,-1.301
K2-230 b,1,,191.363117,-6.576051,300.25458,56.26458,5945.0,540.773,14.321,-13.613
K2-202 b,1,,283.2643203,-22.4070553,12.94347,-10.34806,5491.0,300.397,2.651,-2.606
K2-17 b,1,,178.3296746,6.4123178,266.61925,65.10211,4320.0,125.106,0.663,-0.657
BD+20 594 b,1,22.2481,53.6511231,20.5990205,166.7966,-28.05348,5766.0,179.461,1.257,-1.24
K2-12 b,1,5.2,173.1919022,2.2446794,262.46302,58.79109,5672.0,326.381,6.282,-6.053
K2-36 c,1,7.9,169.4490102,3.8665038,254.97594,57.73789,4916.0,109.749,0.615,-0.609
HD 134987 b,1,,228.3675397,-25.3096721,339.18433,27.3871,5736.0,26.1804,0.0516,-0.0515
Kepler-103 c,1,38.0,288.9845512,40.0644857,71.65202,12.75709,6009.0,494.832,5.894,-5.758
Kepler-107 d,1,7.7,297.028162,48.2086019,81.72606,11.23255,5854.0,525.997,5.697,-5.577
EPIC 220674823 c,1,8.9,13.0800239,10.7947051,123.28442,-52.07644,5532.0,244.59,3.044,-2.972
Kepler-1655 b,1,5.4,286.6895986,39.2120802,70.10576,14.01685,6148.0,213.26,0.991,-0.982
Kepler-21 b,1,7.5,287.3619673,38.7141384,69.85644,13.33672,6305.0,108.522,0.385,-0.382
EPIC 228836835 b,1,,189.5748998,-5.2446247,296.84098,57.47166,3782.0,150.124,1.799,-1.758
K2-181 b,1,,127.5541103,10.9101444,214.12703,26.83381,5608.0,360.911,5.351,-5.201
K2-107 b,1,,284.985355,-22.2934206,13.73298,-11.7431,6061.0,685.2,20.502,-19.364
K2-247 c,1,,188.8935189,-10.0692793,296.49384,52.60405,4667.0,258.113,2.049,-2.017
Kepler-78 b,1,1.68,293.7419543,44.4482521,77.25546,11.49947,5058.0,124.376,0.33,-0.329
K2-111 c,1,,59.8903081,21.2985263,170.97857,-23.55083,5775.0,200.394,2.763,-2.69
K2-226 b,1,,183.6456643,-9.5626286,287.99069,52.2367,5424.0,211.265,3.379,-3.275
K2-251 b,1,,190.6892403,-8.5359826,299.25474,54.27377,3717.0,147.03,1.042,-1.028
K2-154 c,1,,189.0015173,-2.6696217,295.2137,59.97066,4097.0,129.356,0.445,-0.445
K2-256 b,1,,186.2270991,-2.0660477,289.53796,60.11398,5219.0,564.693,14.928,-14.191
K2-259 b,1,,186.8026947,1.5668631,289.11701,63.78688,6059.0,416.457,8.192,-7.888
K2-243 b,1,,181.1211419,-4.8991358,281.66644,56.0218,6570.0,266.864,3.516,-3.428
K2-245 b,1,,185.181563,-1.5909138,287.27271,60.34375,5793.0,456.064,8.713,-8.398
K2-241 b,1,,181.2386829,-6.8052985,282.91232,54.24973,5262.0,149.464,1.094,-1.078
K2-158 b,1,,179.9397081,-5.7216879,280.19801,54.85278,5503.0,197.299,2.061,-2.02
K2-159 b,1,,180.5408896,-3.5809053,279.87299,57.06838,5425.0,170.998,1.424,-1.402
K2-32 d,1,6.7,252.426008,-19.5430504,0.54581,15.80164,5271.0,157.682,1.309,-1.288
HD 3167 d,1,,8.7401487,4.3807215,115.11108,-58.2406,5261.0,47.2899,0.1485,-0.1475
K2-79 b,1,9.2,55.2559307,13.5191871,173.69037,-32.1709,5897.0,256.011,2.349,-2.307
Kepler-107 c,1,10.0,297.028162,48.2086019,81.72606,11.23255,5854.0,525.997,5.697,-5.577
K2-196 b,1,,200.4562487,-8.4717104,315.6756,53.64648,6045.0,584.877,22.597,-21.003
USco CTIO 108 b,1,4449.62,241.4752653,-18.3124167,354.46972,24.53881,2700.0,144.019,5.219,-4.872
K2-14 b,1,,178.0568745,2.5941222,270.39884,61.66737,3789.0,364.048,8.099,-8.099
K2-89 b,1,,57.0671234,20.4594885,169.55248,-25.99734,3691.0,86.0386,0.3114,-0.3093
K2-62 b,1,,334.3645089,-12.1874776,47.74962,-50.99807,4880.0,112.467,0.491,-0.487
Kepler-311 b,1,,282.0612731,47.0854984,76.49308,20.02263,5905.0,778.654,9.2165,-9.2165
K2-140 b,1,295.58042,188.1373172,-9.6076115,295.18424,52.97976,5585.0,347.917,8.287,-7.917
K2-213 b,1,,13.1403998,3.5077702,123.48216,-59.36278,5794.0,389.702,6.94,-6.704
K2-249 b,1,,183.3667344,-8.9952309,287.33035,52.72248,6504.0,521.716,16.917,-15.903
K2-257 b,1,,188.278284,-1.9532879,293.57789,60.58522,3725.0,64.0065,0.2577,-0.2577
OGLE-2017-BLG-1434L b,1,4.43,268.2804667,-30.2456583,359.71528,-2.07199,,860.0,50.0,-50.0
K2-81 b,1,,57.4854562,14.5020556,174.63465,-29.93683,4674.13,252.318,2.731,-2.673
LkCa 15 c,1,,69.8241791,22.3508662,176.68976,-15.98175,4194.0,158.152,1.223,-1.204
K2-104 b,1,,129.6366594,19.7737202,205.62196,32.11222,3712.0,189.289,3.996,-3.837
K2-32 e,1,2.1,252.426008,-19.5430504,0.54581,15.80164,5271.0,157.682,1.309,-1.288
EPIC 201595106 b,1,,183.7203635,1.9681688,282.19917,63.35883,5820.0,232.1,2.706,-2.646
K2-160 b,1,,184.0545174,-3.5530888,286.09667,58.16279,5649.0,315.363,4.512,-4.389
K2-152 b,1,,181.6324078,-5.8274311,283.04022,55.30041,4044.0,108.449,0.414,-0.411
K2-252 b,1,,182.3663818,-8.3096141,285.45308,53.13179,5152.0,228.839,2.083,-2.047
K2-198 d,1,,198.8436817,-6.4649888,313.5829,55.91096,5212.9,110.567,0.874,-0.86
K2-9 b,1,,176.263724,0.0054085,269.75814,58.53482,3390.0,82.9631,0.3747,-0.3714
HD 33142 d,1,,76.8980559,-13.9863374,214.33741,-29.22647,5025.4,121.375,0.5845,-0.5845
HD 150010 b,1,,247.8670682,72.6125804,105.31987,35.99152,4153.0,144.49,0.673,-0.673
AB Aur b,1,2860.45566,73.9410446,30.5510888,172.49916,-7.98082,9770.0,162.127,1.526,-1.498
K2-124 b,1,,133.6410515,23.1329509,203.23147,36.72574,3570.0,140.385,1.32,-1.296
K2-108 b,1,,123.3818484,16.419516,206.69134,25.35171,5599.0,477.295,10.094,-9.692
K2-177 b,1,,55.2296156,20.7360891,167.93593,-26.96767,6063.0,492.167,12.88,-12.25
K2-99 b,1,,208.7737624,-5.4424943,330.5855,53.97598,6217.0,519.229,12.998,-12.389
K2-171 b,1,,332.3407712,-13.4288624,44.59738,-49.81476,5250.0,606.128,18.747,-17.673
K2-47 b,1,,168.5825696,2.7805614,255.10364,56.3513,5054.0,349.881,5.2745,-5.2745
K2-130 b,1,,290.2705419,-19.6908744,18.25721,-15.17249,4356.47,118.011,0.519,-0.514
K2-80 b,1,,59.037486,13.5590288,176.61237,-29.48306,5441.0,200.802,1.768,-1.738
K2-173 b,1,,60.3752402,15.6251296,175.87462,-27.133,5580.0,228.641,1.956,-1.923
K2-191 b,1,,201.6391407,-12.8066737,316.08925,49.16582,5176.0,287.188,2.387,-2.348
K2-72 c,1,,334.6227504,-9.6120084,51.46106,-49.94032,3360.47,66.4321,0.2003,-0.1991
K2-127 b,1,,207.0782895,-11.5889878,324.40165,48.89736,4575.0,709.999,20.526,-19.423
K2-219 c,1,,12.8452963,8.8675474,122.90808,-54.0042,5753.0,325.4,4.842,-4.705
K2-48 b,1,,176.1233077,3.2723812,266.19266,61.27399,4899.0,313.764,2.856,-2.856
K2-102 b,1,,130.0558953,19.7787519,205.77785,32.48411,4695.0,188.175,2.065,-2.022
K2-201 c,1,,293.5607117,-23.1312775,16.19347,-19.33571,5507.0,197.932,1.675,-1.647
K2-10 b,1,27.0,172.1216476,1.6906217,261.42793,57.71659,5620.0,272.36,3.112,-3.044
HD 18742 b,1,,45.0443115,-20.8027024,207.80483,-60.00474,4940.0,162.685,3.0755,-3.0755
HD 197037 b,1,,309.8869681,42.247593,81.67626,0.41247,6150.0,33.1944,0.0291,-0.0291
HIP 57274 d,1,,176.1705487,30.9576484,194.2528,74.93234,4640.0,25.8618,0.0337,-0.0335
Kepler-326 c,1,,294.3255898,46.0022646,78.86026,11.8369,5105.0,487.675,10.683,-10.683
Kepler-252 b,1,,295.579329,44.5459052,77.95933,10.38166,4208.0,379.424,3.512,-3.45
Kepler-110 c,1,,292.9291693,48.6028303,80.82269,13.83649,5960.0,586.531,8.215,-7.995
Kepler-273 b,1,,291.3021458,47.6976573,79.50293,14.43623,5626.0,713.964,11.293,-10.952
Kepler-1111 b,1,,295.4634045,45.8127697,79.05989,11.0467,6077.0,841.536,15.759,-15.759
47 UMa b,1,,164.8647611,40.4304931,175.78305,63.3677,5872.0,13.7967,0.0289,-0.0289
tau Boo b,1,,206.8134593,17.4571647,358.93289,73.89072,6466.27,15.6521,0.0847,-0.0838
HD 192310 c,1,,303.8284712,-27.0337556,15.62553,-29.40279,5166.0,8.79687,0.00925,-0.00924
LTT 3780 c,1,7.02,154.6449033,-11.717801,254.20063,36.30503,3360.0,21.9814,0.0403,-0.0402
Kepler-52 b,1,135.0,286.7380152,49.9757383,80.47826,18.08721,4075.0,321.542,2.42,-2.383
HD 137388 b,1,,233.915082,-80.2044169,309.74334,-19.58207,5181.0,40.4841,0.054,-0.054
HD 5319 c,1,,13.7558096,0.7893425,124.8456,-62.06908,4871.0,121.405,0.7075,-0.7075
GJ 422 b,1,,168.9810458,-57.5425629,290.36745,2.98047,,12.6631,0.0072,-0.0073
Kepler-55 f,1,,285.1683291,44.0264898,74.25808,16.92531,4503.0,578.796,9.604,-9.3
Kepler-55 d,1,,285.1683291,44.0264898,74.25808,16.92531,4503.0,578.796,9.604,-9.3
HD 82943 b,1,534.25,143.7114034,-12.1302976,245.84326,28.2507,5935.0,27.5902,0.0291,-0.029
HD 82943 c,1,622.603,143.7114034,-12.1302976,245.84326,28.2507,5935.0,27.5902,0.0291,-0.029
GJ 581 c,1,,229.8564725,-7.7226935,354.07234,40.02208,3396.0,6.2981,0.002095,-0.002095
HD 188015 b,1,,298.0191857,28.0999769,64.56026,0.54239,5746.0,50.6706,0.1095,-0.1089
HD 11964 c,1,,29.2884252,-10.2434693,168.57627,-67.09225,5303.0,33.5369,0.0428,-0.0428
HD 69830 c,1,,124.6010091,-12.6364246,234.56776,12.82251,5385.0,12.5591,0.0097,-0.0096
HD 69830 d,1,,124.6010091,-12.6364246,234.56776,12.82251,5385.0,12.5591,0.0097,-0.0096
HD 141399 b,1,,236.7235392,46.986288,74.98872,50.45641,5600.0,37.0169,0.033,-0.0329
HD 141399 c,1,,236.7235392,46.986288,74.98872,50.45641,5600.0,37.0169,0.033,-0.0329
HD 12661 c,1,,31.1423525,25.4135632,143.06278,-34.58321,5748.0,37.8478,0.0633,-0.063
HD 7924 d,1,,20.4956562,76.7101475,124.73557,13.94549,5075.0,16.9922,0.0072,-0.0072
K2-6 b,1,,178.1921152,-1.1984418,274.0878,58.34897,5850.0,316.819,6.458,-6.21
HD 221416 b,1,60.5,353.0331863,-21.8012007,45.07267,-71.20906,5080.0,95.5483,0.7364,-0.7254
HR 858 c,1,,42.9849779,-30.8140609,228.14045,-63.46852,6201.0,31.964,0.0722,-0.072
K2-75 c,1,,338.844896,-7.469895,57.96683,-52.25345,5995.0,561.93,15.381,-14.596
K2-35 c,1,,170.1031027,1.2858679,258.9287,56.17437,4402.71,252.596,2.4395,-2.4395
K2-190 c,1,,205.3630485,-13.1608686,321.26759,47.92235,5631.0,160.679,1.15,-1.135
K2-70 b,1,,338.4759328,-10.0849917,54.0417,-53.41599,5622.0,232.964,3.509,-3.408
K2-84 c,1,,55.8093566,16.6344396,171.58123,-29.57966,5652.0,284.876,2.264,-2.229
OGLE-2018-BLG-0532L b,1,6.228,269.9834167,-28.99775,1.5387,-2.72744,,773.0,102.0,-99.0
K2-195 c,1,,199.8315191,-8.5095364,314.63917,53.72709,5712.0,315.014,4.204,-4.096
K2-57 b,1,,342.6918241,-14.0700007,51.7416,-59.00541,4434.0,264.213,2.06,-2.029
K2-32 b,1,15.0,252.426008,-19.5430504,0.54581,15.80164,5271.0,157.682,1.309,-1.288
Kepler-297 c,1,,283.2091605,48.7776156,78.46058,19.83985,5619.0,692.14,8.083,-7.901
HD 92788 c,1,,160.7021351,-2.1847173,251.20809,47.35154,5744.0,34.6538,0.0597,-0.0596
HD 3651 b,1,,9.8387218,21.2488844,119.16987,-41.53458,5221.0,11.1336,0.0073,-0.0072
HD 213885 b,1,8.83,338.9837166,-59.864829,328.70205,-49.93536,5978.0,48.0883,0.0991,-0.0987
HD 155193 b,1,,257.4208876,10.0381003,30.50173,27.12388,6239.0,57.7995,0.1224,-0.1219
HD 142022 A b,1,,242.5481731,-84.2317494,307.71909,-23.31633,5421.0,34.2802,0.0315,-0.0315
HD 214823 b,1,5914.78665,340.0832062,31.7875183,92.85957,-23.3194,,101.368,0.489,-0.485
HD 18015 b,1,,43.3636339,-8.8480392,186.31902,-55.8753,5603.0,123.801,0.7975,-0.7975
HD 111232 c,1,5740.93452,192.2159553,-68.4246679,302.69417,-5.55411,,28.9571,0.0362,-0.0361
HD 132406 b,1,,224.2276121,53.3809615,90.14771,55.01079,5783.0,70.7832,0.1387,-0.1381
HATS-60 b,1,210.40346,341.3640336,-14.9917747,48.99978,-58.32068,5688.0,486.474,8.584,-8.296
WASP-173 A b,1,1172.7927,354.1686959,-34.6113042,3.29979,-72.33626,5800.0,232.98,1.79,-1.763
TOI-237 b,1,,353.2435381,-29.416487,20.77828,-72.59431,3212.0,38.0749,0.2292,-0.2265
K2-198 c,1,,198.8436817,-6.4649888,313.5829,55.91096,5212.9,110.567,0.874,-0.86
EPIC 201833600 c,1,,169.483654,5.988289,252.27127,59.32248,,257.443,3.239,-3.239
K2-37 c,1,,243.4509662,-24.7870527,350.73677,18.77075,5413.0,179.943,1.603,-1.575
K2-192 b,1,,206.5823122,-11.5563527,323.71825,49.0873,5222.0,221.753,1.818,-1.788
K2-285 d,1,6.5,349.3843458,1.3001522,80.67491,-53.68469,4975.0,154.961,1.161,-1.144
K2-74 b,1,,339.9192984,-8.7145697,57.29683,-53.84042,6060.0,377.822,6.802,-6.57
TOI-500 d,1,,106.559098,-47.5878156,258.09657,-17.33308,4440.0,47.3924,0.0473,-0.0473
K2-46 b,1,,174.2662454,-0.90721,267.38763,56.74212,6256.0,449.237,10.663,-10.188
TOI-530 b,1,127.13136,103.4128333,12.8815784,201.66944,6.3173,3659.0,148.762,1.109,-1.093
HD 260655 c,1,3.09,99.2915429,17.5662696,195.67069,4.86549,3803.0,10.0055,0.00505,-0.00505
K2-29 b,1,232.0159,62.670422,24.4016558,170.51373,-19.5504,5358.0,178.475,1.32,-1.301
K2-129 b,1,,289.1485491,-25.6463233,12.14366,-16.57351,3459.09,27.7957,0.0746,-0.0742
HD 7449 b,1,2597.9294,18.621465,-5.0479716,137.91736,-67.24673,,38.662,0.065,-0.0648
HD 13931 b,1,,34.1979991,43.7722065,138.83237,-16.44854,5867.0,47.3963,0.1446,-0.1438
HD 16175 b,1,,39.2577379,42.0624526,143.08388,-16.64016,5981.0,59.859,0.2478,-0.2457
HD 66428 b,1,3478.94974,120.8691654,-1.1636019,222.42686,15.41735,,53.2817,0.218,-0.2162
HD 73267 c,1,1630.77756,129.0735123,-34.4594469,255.08557,3.79235,,50.4093,0.0729,-0.0726
HIP 55507 b,1,2585.53409,170.5227246,46.907803,158.59822,63.55725,,25.4893,0.0257,-0.0256
BD+63 1405 b,1,,271.3979337,63.6700064,93.08126,29.1513,5000.0,38.0473,0.0329,-0.0329
HD 129445 b,1,,221.5104196,-68.7629901,313.03727,-8.17016,,67.4386,0.1609,-0.1601
BD-06 1339 b,1,,88.2511811,-5.9963378,211.65797,-15.71602,4324.0,20.2695,0.022,-0.0218
HD 149806 b,1,4003.68444,249.2855187,0.2546794,16.3427,29.61681,,20.2727,0.0179,-0.0179
BD-06 1339 c,1,,88.2511811,-5.9963378,211.65797,-15.71602,4324.0,20.2695,0.022,-0.0218
HD 135872 b,1,1744.56013,229.4213643,-5.2024735,356.03012,42.11025,,82.4251,0.3022,-0.3022
HD 190228 b,1,1598.67689,300.7537294,28.3065564,65.99346,-1.406,,62.7146,0.12105,-0.12105
HD 88072 b,1,2511.7979,152.3467466,2.371054,238.42937,44.01996,,35.9098,0.0689,-0.0686
GJ 9714 b,1,2988.54051,315.4141767,-32.5250028,12.01411,-40.46332,,20.5121,0.0247,-0.0247
HD 20329 b,1,7.42,49.178124,15.6563542,166.76827,-34.57149,5596.0,63.6796,0.2863,-0.2838
HD 167768 b,1,,274.2213308,-3.0085807,26.28216,6.28959,4851.0,107.214,1.0755,-1.0755
HD 217958 b,1,166.54209,346.136577,-25.6917758,30.27288,-66.06766,,61.7957,0.2099,-0.2086
HD 86065 b,1,2877.30057,148.9256674,-18.1069385,254.68749,27.86969,,40.3661,0.0557,-0.0555
HD 23596 b,1,3786.60764,57.0018601,40.5307308,155.55181,-10.9002,,52.0018,0.1026,-0.1022
HD 106270 b,1,,183.4049258,-9.5135645,287.59509,52.22842,5509.0,93.808,0.5686,-0.5686
HD 110537 b,1,8612.832,190.7462412,-4.0501059,298.86551,58.75489,,45.0858,0.0975,-0.097
HIP 35965 b,1,2589.98369,111.2025182,-51.3257507,262.90636,-15.97961,,50.1677,0.0522,-0.052
HD 10697 b,1,1825.28854,26.2324076,20.0826974,139.67128,-41.04386,,33.1205,0.0442,-0.0442
AF Lep b,1,1017.0509,81.7699216,-11.9011752,214.37435,-24.04116,6130.0,26.8564,0.0189,-0.0188
HD 72659 b,1,949.67128,128.5128072,-1.5686323,226.75388,21.88046,,51.8949,0.1451,-0.1442
HD 109988 b,1,6935.33367,189.8154662,-32.7263607,299.97278,30.07542,,42.5279,0.0817,-0.0813
HD 56957 b,1,1880.90851,109.3253986,-40.6560651,252.31433,-12.7706,,61.4925,0.0942,-0.0938
HATS-68 b,1,410.0007,15.006077,-58.9047242,300.82877,-58.18845,6147.0,603.955,10.371,-10.034
TOI-169 b,1,251.40353,16.7786879,-75.1989452,301.58794,-41.88837,5880.0,407.84,4.237,-4.152
Kepler-450 c,1,,295.4865821,51.0135237,83.79725,13.4167,6197.21,455.982,5.189,-5.074
Kepler-506 b,1,,284.6351885,40.7198296,70.90578,16.05526,6236.0,228.439,1.353,-1.338
HR 858 d,1,,42.9849779,-30.8140609,228.14045,-63.46852,6201.0,31.964,0.0722,-0.072
WASP-187 b,1,254.264,17.47474,25.6816494,128.14176,-37.00328,6150.0,371.414,6.271,-6.07
Kepler-495 b,1,,285.9307362,39.0981201,69.75527,14.51069,5346.0,658.924,8.899,-8.67
Kepler-495 c,1,,285.9307362,39.0981201,69.75527,14.51069,5392.0,658.924,8.899,-8.67
Kepler-65 d,1,,288.6887221,41.1511076,72.56961,13.41465,6211.0,303.728,2.708,-2.661
WASP-54 b,1,187.5197,205.4542456,-0.1281712,328.93571,60.17515,6100.0,251.303,4.478,-4.327
HD 89345 b,1,34.9613,154.6710977,10.1288464,230.80783,50.24653,5576.0,132.345,0.808,-0.799
K2-30 b,1,184.02357,52.3420548,22.2993491,164.50146,-27.54962,5425.0,333.042,3.021,-2.968
TOI-431 d,1,9.9,83.2692502,-26.7238698,230.32938,-28.13706,4850.0,32.5686,0.0312,-0.0311
K2-155 b,1,,65.469614,21.3532633,174.74941,-19.71256,4258.0,72.7998,0.2864,-0.2841
Kepler-1726 b,1,,284.3861498,45.7197342,75.70415,18.05317,5316.0,390.552,2.066,-2.045
K2-58 d,1,,333.8218395,-14.049857,44.72122,-51.37977,5413.0,181.746,1.435,-1.413
Kepler-468 b,1,,288.9022829,49.3704079,80.43297,16.56209,5498.0,442.871,2.999,-2.999
TOI-451 c,1,,62.966385,-37.93973,240.54807,-46.92998,5550.0,123.739,0.386,-0.384
TOI-4406 b,1,95.34852,18.0485164,-56.9253875,297.27124,-59.97416,6219.0,261.834,1.75,-1.726
